1.733E-02	-4.992E-03	-2.704E-03	2.807E-02
-7.169E-03	1.600E-02	5.414E-04	8.890E-02
6.005E-04	-1.379E-03	1.257E-02	-1.127E-01
9
0.4913	1.8926	1.7949
1.0378	1.6823	1.4684
1.5842	1.4720	1.1420
0.6706	1.7782	2.6838
1.3384	1.5212	2.2848
2.0063	1.2642	1.8858
0.9522	1.5986	4.0806
1.8109	1.2681	3.5676
2.6695	0.9376	3.0546
0.2366	0.3678	150.9
0.3005	0.3695	150.3
0.3687	0.3707	150.0
0.2332	0.2999	150.4
0.2989	0.2997	150.2
0.3663	0.2987	149.7
0.2340	0.2355	150.0
0.2997	0.2329	149.4
0.3660	0.2294	147.8


